DISTRICTS,YEAR,YIELD,NDVI_JUN,NDVI_JUL,NDVI_AUG,NDVI_SEP,NDVI_OCT,NDVI_NOV,LAI_JUN,LAI_JUL,LAI_AUG,LAI_SEP,LAI_OCT,LAI_NOV,ET_JUN,ET_JUL,ET_AUG,ET_SEP,ET_OCT,ET_NOV,LST_JUN,LST_JUL,LST_AUG,LST_SEP,LST_OCT,LST_NOV,RF_JUN,RF_JUL,RF_AUG,RF_SEP,RF_OCT,RF_NOV,Anuppur,Ashoknagar,Balaghat,Barwani,Betul,Bhind,Bhopal,Burhanpur,Chhatarpur,Chhindwara,Damoh,Datia,Dewas,Dhar,Dindori,Guna,Gwalior,Harda,Hoshangabad,Indore,Jabalpur,Jhabua,Katni,Mandla,Mandsaur,Morena,Narsinghpur,Neemuch,Panna,Raisen,Rajgarh,Ratlam,Rewa,Sagar,Satna,Sehore,Seoni,Shahdol,Shajapur,Sheopur,Shivpuri,Sidhi,Tikamgarh,Ujjain,Umaria,Vidisha,NDVI_summer,LST_autumn
Mandla,2012.0,0.611379,0.2988890391498633,0.446593,0.4347695090604059,0.718565,0.627556,0.4237181694338081,0.5930676956792782,0.34814738746191326,0.816548,2.04457,0.9543372944438857,0.7787710537445456,1.1330900409749856,23.66436,3.223020424138557,3.559744099027524,20.17673,2.4589065578188674,314.3283,310.2594,5.709540531847425,302.8133,303.5361,301.1077,1.5880314196329925,2.9607194149502742,2.85766259848646,1.9561826345174773,0.560347520154092,0.3528368880159226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33956,907.4571000000001
Mandsaur,2012.0,1.777,0.21376612032257253,0.436861,0.41976767041872165,0.446583,0.327701,0.32062156149357934,0.21148545906629654,0.23133391849790821,1.104866,1.256474,0.42211374720071015,0.4598023981697388,1.0780190289044351,14.45515,3.0548018044901997,3.116547152968187,5.270831,1.665151293828494,315.1543,315.1459,5.70836495901829,304.7838,310.1626,304.2032,0.4234726611699125,2.3427239422236834,2.533942021986724,1.8446380896552939,0.07246018672926065,0.18956773968292742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.196802,919.1496
Morena,2012.0,1.28869,0.23194708623435475,0.478788,0.4063347298775223,0.425369,0.341791,0.30240269053969504,0.21583853453055732,0.3403632283139001,0.948899,1.14855,0.49593571727140284,0.4979585974891542,1.555983336791495,12.42693,3.1155314975582082,3.229626627337671,5.547467,1.7443613856646436,316.1586,312.7469,5.716689486323212,306.231,308.8674,302.3518,0.4197505830860211,2.2206968249879138,2.54352219593928,1.709340078368092,0.14798801527237018,0.010398745151932367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.241146,917.4502
Narsinghpur,2012.0,1.788522,0.283239468685195,0.393604,0.44677850187203216,0.639347,0.531189,0.3858166689243867,0.43550858252118707,0.2326248613031971,0.733358,1.579282,0.7589541156702858,0.6131554715859531,1.0598077022554189,20.12355,3.099323524986513,3.3411451376729406,13.04856,2.128925750658725,315.3155,309.4689,5.710712076079525,304.9482,307.6085,303.7824,1.4653183192750792,2.8285152665287883,2.794769646595098,1.8848912173661003,0.5325223384984393,0.27099232012909796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2842950000000002,916.3390999999999
Neemuch,2012.0,1.572325,0.2450490640353636,0.466215,0.42720507323919366,0.505593,0.376303,0.3172435445926738,0.30882864918438374,0.3315422470254592,1.320708,1.434688,0.5597934864318239,0.46940219842247066,1.230064437830015,14.29989,3.1682824959739517,3.2076081827414016,6.805801,1.7759921491171538,315.2318,313.9846,5.714323390155828,304.574,309.3652,304.2636,0.2796168860966356,2.161168752857288,2.5467282020561246,1.9971448060094374,0.1446093053400351,0.09087946959759213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.276866,918.2028
Panna,2012.0,0.857369,0.29906256825016475,0.507351,0.4737210859334374,0.636376,0.504844,0.35813028441685274,0.35661654223338596,0.4501605511314325,1.23339,1.83114,0.7632160063337592,0.5795607020271237,2.0695646756280635,23.80324,3.336841243891727,3.4571705748870394,12.73767,2.159548670355218,317.2518,313.9977,5.7137225744339295,303.2967,306.7824,303.455,0.9501606163817703,2.810324559471804,2.827809948442786,2.0562196127289263,0.28287855400745865,0.22356026447721802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.461904,913.5340999999999
Raisen,2012.0,0.925451,0.26917944978329555,0.396165,0.41165988082129434,0.630011,0.504987,0.35599961595611423,0.3340099218966614,0.2473294989862205,0.659744,1.455842,0.72793548895065,0.56299635309489,1.4186342440254192,20.57421,3.095209214883247,3.349453810476625,12.80953,2.047075104216613,316.3803,311.3144,5.719360832800359,303.8973,307.6849,304.1768,1.3727809650823672,2.7724330851289545,2.7385819926193005,1.8254356732926484,0.14892677324133854,0.21948406354927746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2143760000000001,915.759
Rajgarh,2012.0,1.228,0.22045112999870442,0.323003,0.4008411005106642,0.546431,0.36948,0.29927758390635717,0.210019405233629,0.18336684362460803,0.881745,1.429701,0.43602599708980094,0.3611474274570391,1.2902060036138217,15.91527,2.985564759118176,3.201903811601462,6.400856,1.5364738088900858,316.3996,314.5438,5.710493902555225,305.4327,310.7391,306.3427,0.624767692343578,2.601936068212906,2.5026327762425664,1.7034523440282723,0.09447164651535153,0.21809161172965927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.062722,922.5145
Ratlam,2012.0,1.5,0.20867539041829686,0.300081,0.3749426683837901,0.520196,0.367755,0.3309663929576732,0.21810849667443985,0.18423722073754709,0.922911,1.223273,0.48997290932123605,0.44291245490460984,1.247075683649627,13.67796,2.9713919364073385,3.1273581643625055,7.009381,1.7270886726758103,314.7154,308.9002,5.713532455407624,305.5482,311.1477,306.1827,0.6817752647335034,2.502857891123733,2.3116254059461014,2.169486178266046,0.18085214440282538,0.1736574650471584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987034,922.8786
Rewa,2012.0,0.583232,0.2412270547044796,0.382581,0.48303398916353163,0.612286,0.518027,0.3446444670812193,0.22227277229618225,0.31221540406492815,1.027949,1.288512,0.6630446105034762,0.4585242424821764,0.9866809732515482,16.51936,3.2793291378944756,3.2659284804434336,10.43138,2.004387391271383,318.1763,311.3514,5.718123153810662,303.4177,305.5745,302.4707,0.8386737796753889,2.6628561631131276,2.5019268148527556,2.361789601043732,0.41203680049119246,0.22285230890725694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.276376,911.4629
Sagar,2012.0,1.307999,0.2509478055274412,0.373684,0.4466224064078238,0.639048,0.463726,0.3295540755200677,0.28851397632377973,0.27096715327475895,0.940817,1.694757,0.5981060145681599,0.4725285639136354,1.6941442515305645,18.54531,3.1817623619028783,3.331509625941925,10.12675,1.8920090965179315,317.1681,314.4873,5.712789786749489,304.4922,309.3104,305.4054,1.2664829885282547,2.6339241775035105,2.7893505791152124,1.626675881254405,0.12994346369867552,0.21251203650792325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.221951,919.208
Satna,2012.0,0.509143,0.2935789019277267,0.443391,0.4719479877550159,0.635097,0.516368,0.34805772210074715,0.28531577497689875,0.3650222083890608,1.158188,1.580072,0.7191296925795518,0.5311445883253751,1.89251871526225,19.74524,3.336611214945107,3.3534769950765826,11.71823,2.1014509234777194,317.3852,312.941,5.716114455576796,303.1925,305.7021,302.6254,1.0160347042407927,2.74761188176049,2.69394992445675,2.1862988865296975,0.45039704523181573,0.2364308824409866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.387724,911.52
Sehore,2012.0,1.236211,0.24523688626843343,0.369996,0.41421934438737573,0.579029,0.432798,0.34003943801474623,0.2839029405197003,0.21450313015461195,0.732437,1.378924,0.5714641748971769,0.483588436489668,1.3759730289542458,19.74747,3.0038427941818977,3.2117017526401916,9.709297,1.8682813707466175,316.5134,309.2923,5.714185838188098,304.6082,309.2918,305.3164,1.1593906241601883,2.787174333168169,2.566213942152546,1.9243483553328158,0.16205762311234367,0.20469929701155357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1611090000000002,919.2164
Seoni,2012.0,1.241189,0.30526974855365663,0.431436,0.4314265089421384,0.678361,0.534381,0.3771870253951374,0.4477254277427444,0.2937444092976556,0.841042,1.805321,0.8907189429214808,0.6867683791955818,1.5037673487163414,22.01464,3.1018011882379675,3.4383101053352045,15.96662,2.2505976630132745,315.8097,311.7308,5.710332973217757,303.4328,305.3821,303.2286,1.7098320560568125,2.9455346944406218,2.6947217708908773,2.033951245701638,0.6263426272429992,0.3754539102178047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.327879,912.0435
Shahdol,2012.0,0.957038,0.30760381030107586,0.442974,0.4270967806350813,0.672034,0.594286,0.399098886654539,0.46880353441992195,0.2930889290230458,1.017495,1.667311,0.8956483360710844,0.7066742754761386,1.6640777907576538,21.92019,3.2175885967454465,3.442968365749337,16.96593,2.329365183821462,315.3836,311.2562,5.711800576921158,302.903,303.7994,300.6092,1.4294192220067978,2.936050207392379,2.7889540763260454,2.22874908385503,0.5432645463210055,0.43614884371788015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335937,907.3116
Shajapur,2012.0,1.341999,0.22982438476509023,0.355167,0.4137844065805906,0.486974,0.356403,0.309079750507289,0.21279256420904372,0.1518520399777546,0.849005,1.275858,0.4235315886504982,0.3815903609746426,1.2898558700117053,15.75322,2.9693913782917813,3.057711271905969,5.91196,1.5926001495803834,316.3335,311.9759,5.709798342979335,305.5437,311.1582,306.2161,0.6863053283770446,2.7399951509915237,2.511419555858003,1.8449513601400473,0.18332022462585912,0.20425182102535544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.126077,922.918
Sheopur,2012.0,1.303173,0.27879242637357654,0.514666,0.4424660517026198,0.593833,0.464637,0.34090027551333874,0.37891988048582603,0.47354921123465127,1.055913,2.078144,0.8110346552068319,0.6072281158708697,1.8428398659545067,19.13889,3.3135956486285014,3.516185998044776,10.28924,2.0136868145968827,315.9805,315.6213,5.712462361873803,304.5097,307.2767,303.13,0.4683754294475537,2.4366377247498465,2.6526305101013703,1.5990287243220405,0.1490025940010989,0.046668868192164877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,1.3927399999999999,914.9164
Shivpuri,2012.0,0.91135,0.2590966238478518,0.491538,0.4805713437358252,0.6122,0.450535,0.32092050431210817,0.32165732141175074,0.43447100671760086,0.99858,1.880743,0.6973299206932768,0.49197852780430423,1.8319212458524308,19.50398,3.293985152640855,3.441516529776345,9.188767,1.9002405608201551,315.5903,311.7843,5.713194376754236,303.8712,307.1803,303.9706,0.5834656761953938,2.427176013436444,2.5418688869791612,1.7399951867500425,0.05866694210548652,0.12672075277915665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,1.4042949999999998,915.0221
Sidhi,2012.0,0.552239,0.2892840386185203,0.447708,0.47521937854624186,0.640403,0.565898,0.39905795943152256,0.414793463396409,0.37838643447020337,1.086785,1.501299,0.8516583396641659,0.6772987550930575,1.6147782275341147,19.76184,3.3081042756657153,3.3858461521776637,14.8246,2.388552216607523,315.7846,312.6136,5.7136331305749914,302.8306,303.9558,300.2128,1.0516300392355062,2.74051351901537,2.6109488180507388,2.446682839561832,0.47796187821078195,0.3094680257736381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,1.391546,906.9992
Tikamgarh,2012.0,0.709836,0.26498544156395654,0.471034,0.47462978705759074,0.589924,0.426549,0.30599167397475846,0.23984647753611657,0.33115742370558654,0.961156,1.308233,0.49038941980249584,0.3578345713109371,1.8735131738495907,17.2116,3.229685192584121,3.225702072931758,7.042289,1.7590911223598948,316.7956,315.3086,5.711898781480673,304.4819,308.695,304.1384,0.8140493466673403,2.5494545458816265,2.6546283271061353,1.7121416018526534,0.025731097568382953,0.18540014640355207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,1.381865,917.3153
Ujjain,2012.0,1.467,0.21832315183416318,0.346482,0.3944122496947903,0.437049,0.334255,0.3397304941589191,0.21198634047428414,0.205009722798452,1.032105,1.16555,0.38987284477688544,0.42195768807365563,1.4172790879950923,18.27511,2.967685103221028,2.9861116433435924,5.501188,1.710623525300583,315.4356,308.2442,5.710102461401019,305.2661,311.5063,305.8592,0.682048820973897,2.593945641549279,2.267697434585241,2.092193513575996,0.14091692729712282,0.17383901487804246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,1.073983,922.6316
Umaria,2012.0,0.336816,0.3301947170175106,0.505205,0.4381265355920523,0.694658,0.615387,0.4281374699834987,0.5539753390410238,0.3409884517235966,1.142283,1.930297,0.9860723588783387,0.8099862152320167,1.43636917596266,25.81197,3.283697555898064,3.4943270039598673,17.73012,2.442946855441172,314.9473,313.8745,5.71331720760937,303.1419,303.8617,300.6312,1.1887067691171922,2.9438777690859395,2.78978378612888,2.131451991350052,0.4501197486485958,0.3103277133756392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,1.446245,907.6348
Vidisha,2012.0,1.11088,0.2151428307352571,0.328734,0.42090201032930885,0.52554,0.36527,0.29277184754275964,0.21522992097773752,0.19854425436979792,0.889227,1.334888,0.44745186403041504,0.35969198808046615,1.661302963337738,17.76371,3.0826839820968277,3.1640816727810623,6.72047,1.6355083071539371,316.7219,315.2643,5.709696618248027,304.9913,311.168,306.5599,1.0249208963996042,2.6127566211601065,2.4745069263064225,1.6582591237406126,0.01433476456701822,0.1973965230229335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,1.092108,922.7192
Anuppur,2013.0,0.7847,0.3183715459232422,0.394054,0.4631394999196925,0.609424,0.621781,0.43807104305707445,0.5112097499800691,0.4975458364187595,1.093886,1.847857,0.9044278452516241,0.7788440272664339,1.987035366170379,20.75516,3.1033424069233555,3.3500886316487533,21.54258,2.5169195579877415,315.0655,303.1677,5.716164500007701,303.0139,300.8386,299.9351,2.3875480149983055,2.5049453603254497,2.741389550327261,1.8092484744511521,1.856042801557732,0.0028250059105794515,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.357996,903.7875999999999
Ashoknagar,2013.0,0.935884,0.2280124788257124,0.434555,0.43356977917959505,0.459036,0.37794,0.3112108373023346,0.26947049376622056,0.5902358853337978,1.098632,1.047259,0.530669426685031,0.4166232900734852,1.6171387844576879,19.03292,3.212246298036793,2.9963320936259588,11.28159,1.5510033905969307,314.0578,303.5655,5.709910327622316,305.6393,308.3255,304.7965,2.424723076528683,2.901981876655591,2.744516483265341,1.249525734302384,1.0796306043060484,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.233411,918.7612999999999
Balaghat,2013.0,0.711111,0.31017812803472367,0.312058,0.4114551320403749,0.730365,0.712106,0.49687618111414744,0.5131606953630502,0.4431211362415826,0.812621,2.563713,1.156239796170124,1.0592087321333294,1.5669182276528884,25.45533,3.3822048261691977,3.4577005808958874,26.34992,2.8178422828498575,312.9814,299.1671,5.70663606595566,301.097,300.4864,299.544,2.5798948080519843,2.9402068785538478,2.95249277589304,2.0513754735062206,1.9018337575823745,0.1133876121422117,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.184738,901.1274
Barwani,2013.0,1.045927,0.14523390039005216,0.161643,0.3978414551063115,0.566328,0.55138,0.36527485843954655,0.19441068789127414,0.17366587085960963,0.813784,1.340485,0.7510726334835205,0.5361283916371786,1.8091816511318197,17.19421,3.220108265101646,3.1040798235794353,17.20355,2.3227696081460887,314.0404,308.9086,5.712089211323721,306.0666,307.3525,306.9899,2.4595888418037104,2.4858953275516975,2.045313628179353,2.1624248062903186,0.951657103510376,0.011719062753974146,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8065610000000001,920.4090000000001
Betul,2013.0,0.629707,0.17593202044728612,0.132357,0.3559821039805493,0.688457,0.622219,0.4306103011953601,0.2912671384162797,0.19054267064052677,0.702822,1.848504,1.0361200280662621,0.7728045832438162,1.2776083220334875,20.90163,3.4021356080567573,3.384888783131931,24.0864,2.4722291285293854,316.0663,301.2704,5.702516673868299,302.9729,303.4438,303.0514,2.8091400102613777,2.960949816753916,2.8467959751792886,1.6783845161840498,1.3658901028801036,0.08453046874682354,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7522960000000001,909.4681
Bhind,2013.0,1.129032,0.22729731249119098,0.393281,0.39321504823750447,0.439936,0.396534,0.33282559570101544,0.2476527324479139,0.4607509549736106,0.795522,0.803744,0.543770918373585,0.44761486076732554,0.7559947415799564,7.689203,2.3693491358200527,2.1359696666517034,6.289341,1.4825025466872281,313.1746,307.4791,5.7208293475624865,305.4093,306.1047,302.4731,2.0183828256581435,2.1774555628084578,2.4932343778041925,1.1933080373240286,1.4826694282758197,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1302210000000001,913.9870999999998
Bhopal,2013.0,0.635041,0.21944311313019235,0.376402,0.35768353513958473,0.514454,0.439829,0.3356368878145304,0.23033364055954564,0.47630187856805795,0.638649,1.109863,0.5610792879252642,0.4463786184407198,1.8961642282960263,20.45244,3.2239163003015983,3.1076099065936793,13.04215,1.805316982737805,316.3058,299.8073,5.711321981013825,305.8619,308.0243,304.0409,2.512348325767083,3.2060065700985234,2.723800839317747,1.1914087055555775,0.902945681475253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.051798,917.9270999999999
Burhanpur,2013.0,1.430796,0.19373533773362378,0.137217,0.40818407503186527,0.673653,0.637711,0.4283349221989121,0.2575704849526147,0.15168106139992277,0.726966,1.865926,0.9453507689763451,0.7238257439843805,1.459180444213989,17.09088,3.31196681682294,3.232267356704584,22.15665,2.5969681635245037,316.0,301.6763,5.708292290134029,304.4804,304.6682,304.7816,2.5032686974637843,2.382728749418239,2.030361848100809,1.935671772435232,1.2875971518016045,0.04346457981406256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855076,913.9302
